Id,No_víctimas,Fecha,Hora,Tipo_de_calle,Calle,Comuna,X,Y,Víctimas,Acusado,Cruce_o_altura
2019-0019,1,2019-03-06,12,Avenida,del Libertador Av.,13,-58.45049163,-34.55374003,Moto,Auto,Altura
2019-0020,1,2019-03-07,21,Avenida,Chiclana Av.,5,-58.41288952,-34.63572989,Moto,Auto,Altura
2019-0021,1,2019-03-15,22,Avenida,Boyaca Av.,7,-58.45743597,-34.62561234,Moto,Auto,Cruce
2019-0022,1,2019-03-15,0,Avenida,entre Rios Av.,1,-58.39123782,-34.62352245,Auto,Sd,Altura
2019-0023,1,2019-03-16,8,Gral Paz,"Paz, Gral. Av.",9,-58.52922765,-34.63637963,Auto,Objeto Fijo,Cruce
2019-0024,1,2019-03-19,7,Avenida,Antartida Argentina Av.,1,-58.37208118,-34.58541957,Moto,Cargas,Altura
2019-0025,1,2019-03-22,13,Calle,"Mitre, Bartolome",5,-58.41458534,-34.60937557,Peaton,Auto,Cruce
2019-0026,1,2019-03-28,7,Avenida,"Fernandez de la Cruz, F., Gral. Av.",8,-58.47976785,-34.69153196,Peaton,Pasajeros,Cruce
2019-0027,1,2019-03-28,11,Avenida,Santa Fe Av.,2,-58.39990285,-34.59511714,Bicicleta,Multiple,Cruce
2019-0028,1,2019-04-06,9,Avenida,"Justo, Juan B. Av.",11,-58.46051346,-34.60588536,Peaton,Pasajeros,Cruce
2019-0029,1,2019-04-07,10,Avenida,"Fernandez de la Cruz, F., Gral. Av.",8,-58.47976785,-34.69153196,Moto,Objeto Fijo,Cruce
2019-0030,1,2019-04-09,16,Calle,"Alvarez, Donato, Tte. Gral.",7,-58.45457546,-34.62447891,Moto,Cargas,Cruce
2019-0031,1,2019-04-12,19,Avenida,Cordoba Av.,1,-58.36951669,-34.59832047,Bicicleta,Cargas,Cruce
2019-0032,1,2019-04-16,11,Avenida,Camarones,11,-58.46415322,-34.60443790,Peaton,Auto,Cruce
2019-0033,1,2019-04-18,1,Autopista,Autopista 25 de Mayo,1,-58.36607137,-34.62150748,Moto,Sd,Cruce
2019-0034,1,2019-04-21,9,Avenida,"Moreno, Perito Av.",7,-58.45537373,-34.65093074,Moto,Objeto Fijo,Altura
2019-0035,1,2019-04-23,14,Calle,Suipacha,1,-58.37942637,-34.60053054,Peaton,Bicicleta,Altura
2019-0036,1,2019-04-26,22,Calle,Riglos,6,-58.43680440,-34.62147504,Moto,Auto,Cruce
2019-0037,1,2019-05-01,23,Avenida,la Rioja,3,-58.40778291,-34.61971907,Moto,Auto,Cruce
2019-0038,1,2019-05-04,14,Avenida,"Udaondo, Guillermo Av.",13,-58.45212523,-34.54628513,Peaton,Moto,Cruce
2019-0039,1,2019-05-09,3,Avenida,San Pedrito Av.,7,-58.46749188,-34.63551751,Moto,Auto,Cruce
2019-0040,1,2019-05-09,12,Calle,Puan,7,-58.44263580,-34.63679732,Moto,Sd,Cruce
2019-0041,1,2019-05-11,20,Avenida,"Alberdi, Juan Bautista Av.",9,-58.51140289,-34.65846419,Auto,Multiple,Cruce
2019-0042,1,2019-05-14,15,Calle,Lima,1,-58.38211431,-34.62465368,Peaton,Pasajeros,Cruce
2019-0043,1,2019-05-21,9,Avenida,Cordoba Av.,1,-58.36951669,-34.59832047,Bicicleta,Cargas,Cruce
2019-0044,1,2019-05-27,12,Avenida,Boedo Av.,5,-58.41635217,-34.62036547,Peaton,Moto,Altura
2019-0045,1,2019-06-03,7,Avenida,del Libertador Av.,14,-58.41316147,-34.57579669,Moto,Cargas,Cruce
2019-0046,1,2019-06-04,9,Gral Paz,"Paz, Gral. Av.",13,-58.47617802,-34.53825652,Moto,Auto,Cruce
2019-0047,1,2019-06-06,10,Avenida,Caseros Av.,4,-58.38641783,-34.63330028,Peaton,Cargas,Altura
2019-0048,1,2019-06-07,7,Avenida,Avellaneda Av.,6,-58.45322169,-34.62038137,Moto,Cargas,Altura
2019-0049,1,2019-06-08,9,Calle,Ciudad de la Paz,13,-58.45849057,-34.56166498,Peaton,Cargas,Cruce
2019-0050,1,2019-06-08,23,Avenida,"Salguero, Jeronimo",14,-58.41829559,-34.59411677,Moto,Cargas,Cruce
2019-0051,1,2019-06-11,10,Calle,"Filiberto, Juan de Dios",4,-58.36376488,-34.63832093,Moto,Auto,Cruce
2019-0053,1,2019-06-14,17,Avenida,Asturias Av.,8,-58.46442668,-34.66004784,Auto,Auto,Cruce
2019-0054,1,2019-06-20,3,Calle,Gandara,15,-58.48222035,-34.58428769,Moto,Objeto Fijo,Altura
2019-0055,1,2019-06-20,19,Avenida,"Guevara, Trinidad",1,-58.36819005,-34.60283208,Moto,Pasajeros,Cruce
2019-0056,1,2019-06-29,17,Avenida,Boyaca Av.,7,-58.45877601,-34.62330939,Peaton,Auto,Altura
2019-0057,1,2019-07-05,19,Calle,Artilleros,13,-58.44196498,-34.55760517,Peaton,Auto,Cruce
2019-0058,1,2019-07-10,9,Autopista,Autopista Perito Moreno,10,-58.50622631,-34.63627822,Moto,Pasajeros,Sd
2019-0059,1,2019-07-13,22,Calle,15 de Noviembre de 1889,1,-58.38410880,-34.63099197,Moto,Pasajeros,Cruce
2019-0060,1,2019-07-17,11,Avenida,"Acosta, Mariano Av.",10,-58.48100602,-34.63504312,Peaton,Auto,Cruce
2019-0061,1,2019-07-17,18,Calle,11 de Septiembre de 1888,13,-58.45200171,-34.55781320,Peaton,Pasajeros,Cruce
2019-0062,1,2019-08-01,23,Avenida,"Pino, Virrey del",13,-58.44462132,-34.56201105,Peaton,Pasajeros,Cruce
2019-0063,1,2019-08-04,1,Avenida,Forest Av.,15,-58.45220688,-34.58711712,Moto,Pasajeros,Cruce
2019-0064,1,2019-08-06,3,Avenida,Boyaca Av.,7,-58.45962210,-34.62245140,Moto,Auto,Cruce
2019-0065,1,2019-08-08,16,Calle,Barco Centenera del,4,-58.41970850,-34.65414867,Peaton,Pasajeros,Cruce
2019-0066,1,2019-08-11,21,Avenida,Riestra Av.,7,-58.44187596,-34.64938031,Peaton,Auto,Cruce
2019-0067,1,2019-08-14,15,Calle,"Castro, Emilio",10,-58.49101637,-34.64276621,Moto,Cargas,Altura
2019-0068,1,2019-08-14,17,Avenida,27 de Febrero Av.,8,-58.42493829,-34.66256502,Moto,Moto,Altura
2019-0069,1,2019-08-17,5,Avenida,"Garay, Juan de Av.",4,-58.40489318,-34.62930162,Moto,Auto,Altura
2019-0070,1,2019-08-22,12,Avenida,"Scalabrini Ortiz, Raul Av.",14,-58.42686680,-34.59217875,Moto,Bicicleta,Cruce
2019-0071,1,2019-08-27,11,Avenida,Primera Junta,9,-58.47961100,-34.65620398,Peaton,Cargas,Cruce
2019-0072,1,2019-08-28,6,Avenida,"Alberdi, Juan Bautista Av.",10,-58.47439934,-34.63524207,Auto,Auto,Cruce
2019-0073,1,2019-08-29,1,Avenida,Alvarez Thomas Av.,15,-58.46711912,-34.57926018,Auto,Objeto Fijo,Altura
2019-0074,1,2019-08-29,9,Autopista,"Lugones, Leopoldo Av.",13,-58.46514781,-34.53465378,Moto,Cargas,Cruce
2019-0075,1,2019-08-30,23,Calle,San Antonio,4,-58.37571078,-34.65584079,Moto,Pasajeros,Cruce
2019-0076,1,2019-09-05,18,Autopista,Autopista 1 Sur Presidente Arturo Frondizi,4,-58.37157668,-34.65429986,Moto,Cargas,Sd
2019-0077,1,2019-09-08,3,Avenida,"Figueroa Alcorta, Pres. Av.",14,-58.39811256,-34.58070186,Peaton,Auto,Cruce
2019-0078,1,2019-09-12,8,Avenida,"Einstein, Alberto",4,-58.41125934,-34.65417740,Peaton,Cargas,Cruce
2019-0079,1,2019-09-17,5,Calle,Agrelo,5,-58.41822901,-34.61866836,Moto,Pasajeros,Cruce
2019-0080,1,2019-09-17,18,Gral Paz,Cabildo Av.,13,-58.47617802,-34.53825652,Peaton,Moto,Cruce
2019-0081,1,2019-09-23,16,Avenida,Elcano Av.,15,-58.46141281,-34.58623761,Peaton,Pasajeros,Altura
2019-0082,1,2019-09-25,7,Avenida,"Rabanal, Francisco, Intendente Av.",8,-58.42985146,-34.66119740,Bicicleta,Cargas,Altura
2019-0083,1,2019-09-26,8,Calle,Monte,9,-58.48457413,-34.65839090,Auto,Auto,Cruce
2019-0084,1,2019-09-27,11,Calle,Tandil,7,-58.46572884,-34.63628186,Bicicleta,Cargas,Cruce
2019-0085,1,2019-10-09,22,Calle,Cardoso,10,-58.49261744,-34.63419130,Bicicleta,Tren,Cruce
2019-0086,1,2019-10-15,14,Avenida,Corrientes Av.,15,-58.45283186,-34.58841560,Moto,Pasajeros,Altura
2019-0087,1,2019-10-21,21,Avenida,Alvarez Thomas Av.,12,-58.47973681,-34.57418656,Moto,Moto,Cruce
2019-0088,1,2019-10-22,20,Avenida,"Alcorta, Amancio Av.",4,-58.40623949,-34.65076549,Peaton,Pasajeros,Cruce
2019-0089,1,2019-10-23,15,Avenida,"Brown, Alte. Av.",4,-58.36244648,-34.63107887,Peaton,Cargas,Cruce
2019-0090,1,2019-10-24,18,Avenida,"Alberdi, Juan Bautista Av.",9,-58.49962423,-34.64868027,Peaton,Moto,Altura
2019-0091,1,2019-11-01,20,Avenida,"Justo, Juan B. Av.",15,-58.44551437,-34.59559816,Peaton,Pasajeros,Cruce
2019-0092,1,2019-11-03,10,Calle,"Brin, Ministro",4,-58.35608181,-34.63420319,Peaton,Pasajeros,Cruce
2019-0093,1,2019-11-13,11,Avenida,Niza,11,-58.46483679,-34.60907662,Bicicleta,otro,Cruce
2019-0094,1,2019-11-18,14,Calle,Camargo,15,-58.44368628,-34.59724326,Moto,otro,Cruce
2019-0095,1,2019-11-20,15,Autopista,Autopista 1 Sur Presidente Arturo Frondizi,1,-58.37864583,-34.62907067,Moto,Cargas,Sd
2019-0096,1,2019-11-22,19,Avenida,Caseros Av.,1,-58.37560352,-34.62726382,Peaton,Pasajeros,Cruce
2019-0097,1,2019-11-25,8,Autopista,Autopista Perito Moreno,9,-58.47721439,-34.64815069,Moto,Multiple,Sd
2019-0098,1,2019-11-25,14,Avenida,Guzman,15,-58.45134029,-34.58984288,Pasajeros,Pasajeros,Altura
2019-0100,1,2019-12-05,17,Avenida,de los Constituyentes Av.,12,-58.49040794,-34.58368803,Moto,Auto,Altura
2019-0101,1,2019-12-17,4,Avenida,"Moreno, Perito Av.",4,-58.42102679,-34.64991178,Moto,Moto,Cruce
2019-0102,1,2019-12-17,14,Calle,Ibarrola,9,-58.52219407,-34.64143926,Moto,Auto,Cruce
2019-0103,1,2019-12-18,Sd,Gral Paz,"Paz, Gral. Av.",11,-58.52169422,-34.59471640,Moto,Moto,Cruce
2019-0104,1,2019-12-21,4,Avenida,Rivadavia Av.,10,-58.47460416,-34.63206174,Moto,Auto,Cruce
2019-0105,1,2019-05-05,11,Avenida,Santo Tome,10,-58.50512382,-34.61520391,Peaton,Auto,Cruce
2020-0001,1,2020-01-04,10,Calle,Uriarte,15,-58.43910409,-34.59213355,Peaton,Auto,Cruce
2020-0002,1,2020-01-05,20,Avenida,Saraza,7,-58.45019436,-34.64646409,Moto,Objeto Fijo,Cruce
2020-0003,1,2020-01-11,6,Avenida,Rivadavia Av.,3,-58.39337644,-34.60927582,Peaton,Auto,Cruce
2020-0004,1,2020-01-14,21,Avenida,Rodriguez Pe?a,1,-58.39055614,-34.60919284,Peaton,Pasajeros,Cruce
2020-0005,1,2020-01-14,6,Avenida,24 de Noviembre,3,-58.41036975,-34.62477021,Moto,Pasajeros,Cruce
2020-0006,1,2020-01-20,12,Avenida,Lafuente Av.,8,-58.44925765,-34.65412546,Moto,Cargas,Altura
2020-0007,1,2020-01-27,0,Calle,Chile,1,-58.38156850,-34.61648696,Peaton,Moto,Cruce
2020-0008,1,2020-01-30,7,Avenida,Cordoba Av.,2,-58.40662899,-34.59804521,Moto,Cargas,Cruce
2020-0009,1,2020-02-04,14,Calle,"Peron, Juan Domingo, Tte. General",5,-58.41985649,-34.60600850,Peaton,Auto,Cruce
2020-0010,1,2020-02-08,5,Avenida,9 de Julio Av.,1,-58.38099833,-34.62214953,Moto,Objeto Fijo,Cruce
2020-0011,1,2020-02-12,11,Calle,Colombres,5,-58.41803309,-34.61823178,Moto,Cargas,Altura
2020-0012,1,2020-02-18,21,Calle,Mexico,3,-58.40604003,-34.61783553,Peaton,Moto,Altura
2020-0013,1,2020-02-20,12,Avenida,Combatientes de Malvinas Av.,15,-58.47549929,-34.57994061,Peaton,Moto,Cruce
2020-0014,1,2020-02-27,2,Calle,Bermudez,11,-58.51398484,-34.61600366,Moto,Pasajeros,Cruce
2020-0015,1,2020-02-28,14,Avenida,Brasil Av.,1,-58.36797542,-34.62519403,Moto,Pasajeros,Cruce
2020-0016,1,2020-02-29,13,Avenida,"Alem, Leandro N. Av.",1,-58.37133616,-34.59879316,Peaton,Pasajeros,Altura
2020-0017,1,2020-03-05,23,Avenida,Belgrano Av.,3,-58.39613805,-34.61413568,Peaton,Auto,Cruce
2020-0018,1,2020-03-09,14,Avenida,"Udaondo, Guillermo Av.",13,-58.44903073,-34.54200276,Moto,Objeto Fijo,Altura
2020-0019,1,2020-03-10,21,Calle,Constitucion,5,-58.41972364,-34.62846670,Peaton,Auto,Cruce
2020-0020,1,2020-03-13,17,Avenida,Pueyrredon Av.,3,-58.40571596,-34.60557123,Peaton,Moto,Cruce
2020-0021,1,2020-03-14,16,Calle,"Bravo, Mario",2,-58.41451590,-34.59488319,Peaton,Auto,Altura
2020-0022,1,2020-04-07,6,Autopista,Autopista Dellepiane Luis Tte. Gral.,9,-58.47297505,-34.66245085,Auto,Cargas,Cruce
2020-0023,1,2020-04-09,18,Avenida,"Araoz de Lamadrid, Gregorio, Gral.",4,-58.35791192,-34.63695178,Auto,Cargas,Cruce
2020-0024,1,2020-04-24,7,Calle,Murguiondo,9,-58.50801713,-34.65177305,Auto,Auto,Altura
2020-0025,1,2020-05-12,5,Avenida,Rivadavia Av.,3,-58.40258477,-34.60975108,Peaton,Auto,Altura
2020-0026,1,2020-05-17,6,Autopista,"Lugones, Leopoldo Av.",14,-58.43055555555555,-34.58888888888889,Moto,Objeto Fijo,Sd
2020-0027,1,2020-05-18,8,Avenida,"Dellepiane, Luis, Tte. Gral.",8,-58.48267426,-34.68454456,Peaton,Cargas,Cruce
2020-0028,1,2020-05-19,10,Avenida,"Scalabrini Ortiz, Raul Av.",15,-58.44248936,-34.60221948,Peaton,Pasajeros,Cruce
2020-0029,1,2020-06-10,14,Gral Paz,"Paz, Gral. Av.",9,-58.52909134,-34.63886726,Peaton,Pasajeros,Cruce
2020-0030,1,2020-06-16,15,Avenida,San Martin Av.,6,-58.45158942,-34.60646580,Moto,Multiple,Altura
2020-0031,1,2020-06-30,8,Avenida,"Garzon, Eugenio, Gral. Av.",9,-58.49344309,-34.65788529,Moto,Cargas,Cruce
2020-0032,1,2020-07-10,23,Avenida,Corrientes Av.,15,-58.44259166,-34.59635137,Moto,Auto,Cruce
2020-0033,1,2020-07-19,6,Gral Paz,"Paz, Gral. Av.",13,-58.46743471,-34.53476874,Auto,Objeto Fijo,Cruce
2020-0034,1,2020-08-02,3,Calle,"Mitre, Bartolome",3,-58.41178158,-34.60922259,Peaton,Auto,Cruce
2020-0035,1,2020-08-04,5,Autopista,Autopista 25 de Mayo,7,-58.45068621,-34.63638927,Moto,Pasajeros,Sd
2020-0036,1,2020-08-07,18,Avenida,"Scalabrini Ortiz, Raul Av.",14,-58.42016954,-34.58778790,Peaton,Moto,Cruce
2020-0037,1,2020-08-29,4,Avenida,"Fernandez de la Cruz, F., Gral. Av.",8,-58.43850413,-34.65554754,Peaton,Auto,Cruce
2020-0038,2,2020-08-30,4,Avenida,las Heras General Av.,14,-58.40617526,-34.58345898,Auto,Auto,Cruce
2020-0039,1,2020-09-01,19,Calle,Murguiondo,9,-58.483333333333334,-34.65,Peaton,Cargas,Sd
2020-0040,1,2020-09-12,3,Avenida,"Castillo, Ramon S., Pres. Av.",2,-58.38526125,-34.57805810,Auto,Objeto Fijo,Cruce
2020-0041,1,2020-09-28,1,Avenida,Curapaligue,7,-58.44750470,-34.63491705,Moto,Pasajeros,Cruce
2020-0042,1,2020-09-29,17,Avenida,"Diaz, Ana",8,-58.46745752,-34.68192648,Peaton,Pasajeros,Cruce
2020-0043,1,2020-09-30,17,Avenida,"Alem, Leandro N. Av.",1,-58.37202621,-34.59717942,Peaton,Pasajeros,Cruce
2020-0044,1,2020-10-05,0,Avenida,la Plata Av.,6,-58.42779702,-34.62207347,Auto,Auto,Cruce
2020-0045,1,2020-10-19,3,Gral Paz,"Paz, Gral. Av.",8,-58.46244952,-34.70524971,Auto,Cargas,Cruce
2020-0046,1,2020-10-27,21,Avenida,Nazca Av.,11,-58.48440160,-34.60776782,Moto,Moto,Cruce
2020-0047,1,2020-10-27,14,Autopista,Autopista Presidente Hector J. Campora,9,-58.46668375,-34.65174801,Peaton,Cargas,Cruce
2020-0048,1,2020-10-29,20,Avenida,Dorrego Av.,15,-58.44958780,-34.59322448,Moto,Objeto Fijo,Altura
2020-0049,1,2020-10-30,20,Avenida,del Libertador Av.,1,-58.37533517,-34.59276462,Peaton,Auto,Cruce
2020-0050,1,2020-11-01,22,Avenida,Santa Fe Av.,14,-58.42525456,-34.57866344,Peaton,Moto,Cruce
2020-0051,1,2020-11-05,0,Avenida,Avellaneda Av.,10,-58.48493828,-34.62981124,Moto,Auto,Cruce
2020-0052,1,2020-11-07,6,Avenida,Tucuman,3,-58.40480504,-34.60183884,Bicicleta,Cargas,Cruce
2020-0053,1,2020-11-09,3,Avenida,"Alcorta, Amancio Av.",4,-58.41125934,-34.65417740,Auto,Auto,Cruce
2020-0054,1,2020-11-19,9,Calle,Inclan,4,-58.39956546,-34.62977080,Bicicleta,Auto,Cruce
2020-0055,1,2020-11-19,12,Avenida,Olazabal Av.,12,-58.49005682,-34.57868970,Peaton,Cargas,Altura
2020-0056,1,2020-11-21,13,Gral Paz,"Paz, Gral. Av.",8,-58.47064556,-34.69843756,Moto,Cargas,Cruce
2020-0057,1,2020-11-23,7,Avenida,Nazca Av.,11,-58.47501560,-34.61945902,Peaton,Auto,Cruce
2020-0058,1,2020-11-24,16,Avenida,Olivera Av.,10,-58.48727942,-34.63652467,Peaton,Auto,Cruce
2020-0059,1,2020-12-01,6,Calle,Brasil,1,-58.37951690,-34.62794241,Peaton,Pasajeros,Altura
2020-0060,1,2020-12-03,20,Avenida,Homero,9,-58.47750832,-34.65672199,Peaton,Moto,Cruce
2020-0061,1,2020-12-03,14,Autopista,"Cantilo, Int.",13,-58.44927253,-34.54048625,Moto,Cargas,Cruce
2020-0062,1,2020-12-04,17,Calle,Moreno,3,-58.39246272,-34.61253541,Bicicleta,Pasajeros,Altura
2020-0063,2,2020-12-05,7,Calle,Nueva York,11,-58.52783814,-34.61047001,Peaton_moto,Moto,Cruce
2020-0065,1,2020-12-05,16,Gral Paz,"Paz, Gral. Av.",12,-58.49332664,-34.54836855,Moto,Auto,Cruce
2020-0066,1,2020-12-07,4,Autopista,Autopista Perito Moreno,10,-58.50178784,-34.63593897,Moto,Objeto Fijo,Sd
2020-0067,1,2020-12-11,22,Avenida,Saenz Av.,4,-58.41657793,-34.65476216,Peaton,Pasajeros,Cruce
2020-0068,1,2020-12-12,20,Avenida,del Libertador Av.,2,-58.39731474,-34.58307887,Moto,Auto,Cruce
2020-0069,1,2020-12-15,5,Avenida,Independencia Av.,1,-58.38746381,-34.61790839,Moto,Pasajeros,Cruce
2020-0070,1,2020-12-17,15,Avenida,Callao Av.,2,-58.39189441,-34.59176378,Peaton,Pasajeros,Cruce
2020-0071,1,2020-12-17,23,Avenida,San Pedrito Av.,7,-58.46749188,-34.63551751,Peaton,Auto,Cruce
2020-0072,1,2020-12-19,3,Avenida,Jujuy Av.,3,-58.40280471,-34.62113271,Bicicleta,Auto,Cruce
2020-0073,1,2020-12-20,7,Avenida,27 de Febrero Av.,8,-58.44451316,-34.68475866,Moto,Objeto Fijo,Cruce
2020-0074,1,2020-12-20,21,Avenida,Bogota,7,-58.47110424,-34.62742408,Auto,Auto,Cruce
2020-0075,1,2020-12-23,14,Avenida,Corrientes Av.,1,-58.38220928,-34.60373898,Peaton,Pasajeros,Cruce
2020-0076,1,2020-12-24,12,Avenida,Alvarez Jonte Av.,10,-58.49794468,-34.61565025,Auto,Pasajeros,Cruce
2020-0077,2,2020-12-25,6,Avenida,San Martin Av.,15,-58.47220945,-34.60111373,Moto,Auto,Cruce
2020-0078,1,2020-12-25,5,Calle,Barco Centenera del,7,-58.43706741,-34.63217813,Bicicleta,Pasajeros,Altura
2020-0079,1,2020-12-27,4,Gral Paz,"Paz, Gral. Av.",12,-58.49332664,-34.54836855,Moto,Objeto Fijo,Cruce
2021-0001,1,2021-01-06,18,Autopista,Autopista 1 Sur Presidente Arturo Frondizi,1,-58.37960727,-34.62622851,Moto,Auto,Sd
2021-0002,1,2021-01-07,10,Avenida,"Castro, Emilio Av.",9,-58.51061062,-34.64972472,Moto,Cargas,Cruce
2021-0003,1,2021-01-10,7,Autopista,Autopista 25 de Mayo,7,-58.43052224,-34.62941648,Moto,Objeto Fijo,Sd
2021-0004,1,2021-01-11,9,Avenida,Caseros Av.,5,-58.41455544,-34.63866836,Peaton,Cargas,Cruce
2021-0005,1,2021-01-11,21,Avenida,"Peron, Eva Av.",9,-58.46774439,-34.64730145,Peaton,Auto,Altura
2021-0006,1,2021-01-12,21,Autopista,Autopista Arturo Illia,14,-58.40786274,-34.56726817,Moto,Cargas,Cruce
2021-0007,1,2021-01-18,10,Avenida,de los Constituyentes Av.,15,-58.48744301,-34.58622275,Moto,Moto,Cruce
2021-0008,1,2021-01-22,23,Avenida,Saenz Av.,4,-58.41657793,-34.65476216,Peaton,Pasajeros,Cruce
2021-0009,1,2021-01-23,5,Avenida,Paysandu,6,-58.45351111,-34.61134937,Moto,Objeto Fijo,Cruce
2021-0010,1,2021-01-23,8,Gral Paz,"Paz, Gral. Av.",12,-58.50073810,-34.54979510,Moto,Auto,Cruce
2021-0011,1,2021-01-27,1,Avenida,Santa Fe Av.,2,-58.39144148,-34.59564871,Peaton,Auto,Altura
2021-0012,1,2021-01-29,20,Autopista,"Dellepiane, Luis, Tte. Gral.",8,-58.48191128,-34.68385968,Peaton,Auto,Cruce
2021-0013,1,2021-01-31,6,Avenida,"Falcon, Ramon L.,cnel.",10,-58.48727942,-34.63652467,Moto,Objeto Fijo,Cruce
2021-0014,1,2021-02-02,0,Avenida,San Martin Av.,15,-58.48328708,-34.59779521,Peaton,Auto,Cruce
2021-0015,1,2021-02-06,3,Avenida,San Martin Av.,15,-58.49018543,-34.59724990,Moto,Objeto Fijo,Cruce
2021-0016,1,2021-02-14,5,Avenida,"Fernandez de la Cruz, F., Gral. Av.",8,-58.47230127,-34.68482689,Auto,Objeto Fijo,Cruce
2021-0017,1,2021-02-17,4,Avenida,Salta,1,-58.38262614,-34.63168269,Moto,Pasajeros,Cruce
2021-0018,1,2021-02-20,19,Calle,"Jaures, Jean",3,-58.41047268,-34.60793518,Peaton,Auto,Cruce
2021-0019,1,2021-02-21,1,Avenida,Triunvirato Av.,12,-58.49659234,-34.56353635,Moto,Objeto Fijo,Cruce
2021-0020,1,2021-02-21,15,Calle,Potosi,5,-58.42462955,-34.60727189,Peaton,Cargas,Cruce
2021-0021,1,2021-02-26,5,Calle,"Yrigoyen, Hipolito",3,-58.41168345,-34.61185625,Moto,Objeto Fijo,Cruce
2021-0022,1,2021-02-28,12,Avenida,del Libertador Av.,13,-58.45157681,-34.55217303,Pasajeros,Sd,Cruce
2021-0023,1,2021-03-01,9,Autopista,Autopista Buenos Aires - la Plata,4,-58.42444444444444,-34.650277777777774,Moto,Cargas,Sd
2021-0024,1,2021-03-03,16,Avenida,"Peron, Eva Av.",9,-58.49573651,-34.67006054,Bicicleta,Cargas,Cruce
2021-0025,1,2021-03-11,3,Gral Paz,"Paz, Gral. Av.",8,-58.48695354,-34.68795245,Moto,otro,Cruce
2021-0026,1,2021-03-15,2,Autopista,Autopista 1 Sur Presidente Arturo Frondizi,4,-58.37562539,-34.64449357,Moto,Objeto Fijo,Sd
2021-0027,1,2021-03-16,15,Gral Paz,"Paz, Gral. Av.",12,-58.49491054,-34.54795581,Moto,Cargas,Cruce
2021-0028,1,2021-03-29,17,Avenida,Corea Av.,7,-58.44147621,-34.64357704,Peaton,Pasajeros,Cruce
2021-0029,1,2021-03-31,18,Avenida,"Falcon, Ramon L.,cnel.",7,-58.46899119,-34.63215432,Auto,Auto,Cruce
2021-0030,1,2021-04-03,18,Calle,Finochietto Enrique Dr.,4,-58.38685612,-34.63455776,Peaton,Pasajeros,Altura
2021-0031,1,2021-04-07,10,Avenida,9 de Julio Av.,1,-58.38113667,-34.61765323,Peaton,Cargas,Cruce
2021-0032,1,2021-04-10,19,Autopista,"Cantilo, Int.",13,-58.44112678,-34.54538956,Peaton,Moto,Cruce
2021-0033,1,2021-04-14,17,Autopista,Autopista 25 de Mayo,5,-58.41595919,-34.62743346,Auto,Objeto Fijo,Sd
2021-0034,1,2021-04-19,14,Avenida,"Alcorta, Amancio Av.",4,-58.40184094,-34.64546845,Moto,Cargas,Cruce
2021-0035,1,2021-05-03,9,Avenida,"Janer, Ana Maria",8,-58.44642231,-34.65679806,Moto,Cargas,Cruce
2021-0036,1,2021-05-09,6,Gral Paz,"Paz, Gral. Av.",11,-58.52340614,-34.59798754,Moto,Objeto Fijo,Cruce
2021-0037,1,2021-05-11,7,Avenida,Monroe,13,-58.46649069,-34.56219075,Peaton,Pasajeros,Cruce
2021-0038,1,2021-05-14,11,Avenida,"Justo, Juan B. Av.",14,-58.42653328,-34.57816791,Moto,Cargas,Cruce
2021-0039,1,2021-05-15,12,Avenida,Oliden,9,-58.50407099,-34.65303372,Bicicleta,Auto,Cruce
2021-0040,1,2021-05-20,5,Gral Paz,"Paz, Gral. Av.",13,-58.46743471,-34.53476874,Moto,Auto,Cruce
2021-0041,1,2021-05-20,8,Avenida,del Libertador Av.,14,-58.40986646,-34.57728060,Peaton,Pasajeros,Cruce
2021-0042,1,2021-05-21,5,Avenida,Rivadavia Av.,9,-58.51739138,-34.63931792,Peaton,Pasajeros,Altura
2021-0043,1,2021-05-22,18,Avenida,"Alberdi, Juan Bautista Av.",9,-58.50719962,-34.65556223,Peaton,Auto,Cruce
2021-0044,1,2021-05-25,2,Avenida,"Peron, Eva Av.",9,-58.46712311,-34.64600222,Moto,Objeto Fijo,Cruce
2021-0045,1,2021-05-26,17,Autopista,Autopista 1 Sur Presidente Arturo Frondizi,4,-58.37709334,-34.64035082,Moto,Multiple,Sd
2021-0046,1,2021-05-31,2,Avenida,Elcano Av.,15,-58.46033141,-34.58569883,Auto,Objeto Fijo,Cruce
2021-0047,1,2021-06-02,16,Avenida,"Vedia, Agustin de",4,-58.42190745,-34.65633192,Moto,Auto,Cruce
2021-0048,1,2021-06-03,9,Avenida,Capdevila,12,-58.49026573,-34.56981410,Bicicleta,Auto,Cruce
2021-0049,1,2021-06-03,20,Avenida,"Fernandez de la Cruz, F., Gral. Av.",8,-58.45410344,-34.66902702,Auto,Auto,Altura
2021-0050,1,2021-06-10,13,Avenida,del Libertador Av.,13,-58.44751621,-34.55719892,Moto,Pasajeros,Altura
2021-0051,1,2021-06-15,19,Avenida,27 de Febrero Av.,4,-58.42040352,-34.66005171,Peaton,Cargas,Cruce
2021-0052,1,2021-06-20,5,Gral Paz,"Paz, Gral. Av.",8,-58.49530249,-34.68010798,Moto,Objeto Fijo,Altura
2021-0053,1,2021-06-20,12,Avenida,Corrientes Av.,15,-58.44399875,-34.59477360,Peaton,Bicicleta,Altura
2021-0054,1,2021-06-22,14,Calle,Tabare,4,-58.42759813,-34.65463857,Moto,Cargas,Cruce
